28-01-2022 13:54:53:0220 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 13:54:58:0415 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 13:54:59:0415 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 13:55:07:0214 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 13:55:12:0214 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 13:55:13:0215 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 13:55:16:0614 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 13:56:49:0216 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:13:31:0109 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:13:37:0309 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:13:41:0908 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:13:43:0508 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:13:45:0707 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:13:48:0110 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:13:49:0108 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:13:52:0108 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:13:57:0307 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:13:59:0508 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:14:06:0908 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:14:17:0308 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:14:22:0109 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:14:59:0909 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:15:00:0909 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:15:02:0109 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:15:30:0909 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:15:38:0910 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:17:40:0910 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:18:01:0512 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:18:09:0311 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:18:16:0111 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:18:17:0110 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:18:27:0110 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:18:59:0714 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:19:40:0912 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:19:44:0112 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:20:00:0111 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:23:10:0514 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:23:30:0115 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:23:34:0715 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:23:41:0915 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:23:45:0316 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:23:55:0715 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:23:59:0515 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:24:00:0716 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:24:07:0715 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:24:28:0315 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:24:29:0115 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:24:31:0315 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:24:32:0116 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:28:08:0517 | 음성 기록 |INFO | {"userId":86,"userName":"test","roomId":275}
28-01-2022 14:29:43:0446 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:29:48:047 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:29:52:0847 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:30:00:0247 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:30:24:0649 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:30:31:046 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:30:31:0446 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:30:49:0847 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:31:41:0850 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:31:46:0647 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:32:11:0450 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:32:32:0851 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:32:39:0248 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:33:25:0653 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:35:02:0450 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:41:13:0861 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:41:51:0461 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:41:58:0861 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:42:01:0261 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:42:49:0462 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:42:54:0860 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:42:55:0461 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:42:56:0461 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:43:01:062 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:43:01:0661 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
28-01-2022 14:43:07:0661 | 음성 기록 |INFO | {"userId":null,"userName":"test","roomId":275}
